product_id,product_name,category,unit_price,active_flag
PROD_1081,Advanced encompassing help-desk,Clothing,280.87,False
PROD_1082,Reverse-engineered contextually-based hardware,Electronics,210.4,True
PROD_1083,Intuitive solution-oriented capacity,Clothing,87.11,False
PROD_1084,Advanced needs-based open architecture,Electronics,225.0,True
PROD_1085,Sharable global open architecture,Electronics,209.22,True
PROD_1086,Open-architected tangible encryption,Home & Kitchen,42.45,True
PROD_1087,Reactive reciprocal collaboration,Sports,25.4,True
PROD_1088,Extended secondary moratorium,Clothing,88.54,True
PROD_1089,Operative composite migration,Sports,33.34,False
PROD_1090,Pre-emptive next generation utilization,Electronics,198.97,True
PROD_1091,Advanced dedicated benchmark,Home & Kitchen,82.88,True
PROD_1092,Fully-configurable interactive capacity,Electronics,213.85,True
PROD_1093,Fundamental local support,Sports,40.51,True
PROD_1094,Reverse-engineered zero-defect alliance,Beauty,69.04,True
PROD_1095,Networked dynamic moderator,Clothing,61.94,False
PROD_1096,Front-line stable approach,Home & Kitchen,25.87,True
PROD_1097,Multi-layered even-keeled hierarchy,Sports,68.07,True
PROD_1098,Compatible eco-centric conglomeration,Home & Kitchen,52.8,False
PROD_1099,Face-to-face directional encoding,Home & Kitchen,47.84,True
PROD_1100,Compatible fault-tolerant artificial intelligence,Home & Kitchen,280.66,True
PROD_1101,Operative client-server emulation,Home & Kitchen,211.47,True
PROD_1102,Optional disintermediate policy,Beauty,114.25,True
PROD_1103,Total bifurcated firmware,Home & Kitchen,95.32,True
PROD_1104,Team-oriented motivating access,Electronics,154.13,True
PROD_1105,Networked hybrid customer loyalty,Sports,5.69,True
PROD_1106,Inverse bi-directional orchestration,Home & Kitchen,60.09,True
PROD_1107,Proactive zero-defect moratorium,Beauty,155.05,True
PROD_1108,Operative static challenge,Clothing,87.02,False
PROD_1109,Triple-buffered needs-based projection,Electronics,180.71,False
PROD_1110,Ergonomic motivating challenge,Electronics,155.4,False
PROD_1111,Quality-focused zero-defect core,Electronics,168.18,True
PROD_1112,Team-oriented dynamic standardization,Electronics,40.92,True
PROD_1113,Organic bandwidth-monitored support,Electronics,222.96,True
PROD_1114,Managed clear-thinking system engine,Beauty,80.68,True
PROD_1115,Profit-focused bandwidth-monitored orchestration,Home & Kitchen,267.46,True
PROD_1116,Distributed demand-driven portal,Clothing,244.98,False
PROD_1117,Fundamental zero-defect hub,Electronics,115.74,False
PROD_1118,Digitized dynamic array,Home & Kitchen,50.42,True
PROD_1119,Down-sized responsive Graphical User Interface,Clothing,27.53,False
PROD_1120,Extended responsive database,Electronics,39.35,True
PROD_1121,Advanced grid-enabled neural-net,Clothing,225.36,True
PROD_1122,Implemented solution-oriented solution,Beauty,27.98,False
PROD_1123,Robust zero tolerance Graphic Interface,Clothing,201.67,True
PROD_1124,Monitored foreground matrix,Beauty,119.73,False
PROD_1125,Re-contextualized neutral solution,Electronics,288.12,True
PROD_1126,Diverse fresh-thinking customer loyalty,Home & Kitchen,196.82,True
PROD_1127,Multi-lateral modular encoding,Clothing,81.03,True
PROD_1128,Multi-tiered fresh-thinking neural-net,Clothing,133.12,True
PROD_1129,User-centric homogeneous capability,Clothing,286.3,True
PROD_1130,Multi-layered even-keeled conglomeration,Sports,278.45,False
PROD_1131,Digitized systemic time-frame,Beauty,208.49,False
PROD_1132,Versatile fresh-thinking extranet,Sports,174.35,True
PROD_1133,Phased static policy,Clothing,261.62,True
PROD_1134,Enterprise-wide zero-defect functionalities,Electronics,27.17,True
PROD_1135,Customizable actuating parallelism,Home & Kitchen,90.68,True
PROD_1136,Phased homogeneous solution,Clothing,12.78,True
PROD_1137,Switchable static function,Clothing,50.88,True
PROD_1138,De-engineered background solution,Home & Kitchen,135.06,True
PROD_1139,Optional motivating emulation,Sports,261.95,True
PROD_1140,Robust real-time extranet,Electronics,231.35,True
PROD_1141,Optional neutral system engine,Electronics,286.68,True
PROD_1142,Upgradable multi-tasking projection,Beauty,107.93,True
PROD_1143,Automated zero tolerance focus group,Sports,80.12,True
PROD_1144,Self-enabling system-worthy matrices,Electronics,186.62,True
PROD_1145,Operative homogeneous function,Electronics,227.46,True
PROD_1146,Universal uniform flexibility,Home & Kitchen,116.36,True
PROD_1147,Quality-focused transitional structure,Home & Kitchen,171.27,True
PROD_1148,Open-architected 24hour functionalities,Beauty,237.16,True
PROD_1149,Visionary attitude-oriented frame,Electronics,92.99,False
PROD_1150,Profound 5thgeneration Graphic Interface,Electronics,169.09,True
PROD_1151,Integrated composite intranet,Clothing,61.62,False
PROD_1152,Universal foreground definition,Sports,134.79,True
PROD_1153,Ameliorated transitional open architecture,Sports,146.89,True
PROD_1154,Balanced intermediate moratorium,Clothing,103.22,True
PROD_1155,Inverse empowering toolset,Beauty,122.49,True
PROD_1156,Business-focused 6thgeneration product,Beauty,186.91,False
PROD_1157,Persistent radical knowledgebase,Beauty,50.56,True
PROD_1158,Robust leadingedge implementation,Home & Kitchen,235.6,True
PROD_1159,Organic upward-trending service-desk,Clothing,102.57,False
PROD_1160,Realigned intangible migration,Beauty,214.26,True
PROD_1161,Business-focused multi-tasking info-mediaries,Home & Kitchen,126.13,True
PROD_1162,Implemented responsive contingency,Sports,131.43,False
PROD_1163,Decentralized homogeneous adapter,Clothing,135.3,True
PROD_1164,Organized grid-enabled capacity,Clothing,120.41,True
PROD_1165,Reverse-engineered dynamic contingency,Sports,285.21,True
PROD_1166,Operative even-keeled model,Clothing,267.58,True
PROD_1167,Open-source background utilization,Electronics,48.07,True
PROD_1168,Fundamental interactive extranet,Clothing,247.42,False
PROD_1169,Phased stable superstructure,Electronics,70.15,True
PROD_1170,Inverse cohesive concept,Sports,218.7,True
PROD_1171,Centralized even-keeled portal,Home & Kitchen,63.44,True
PROD_1172,Ergonomic user-facing software,Home & Kitchen,186.19,False
PROD_1173,Pre-emptive 4thgeneration hardware,Electronics,263.22,True
PROD_1174,Polarized contextually-based Internet solution,Electronics,117.78,True
PROD_1175,Total zero tolerance initiative,Clothing,16.91,True
PROD_1176,Cross-platform transitional groupware,Home & Kitchen,155.33,True
PROD_1177,Reduced transitional service-desk,Electronics,78.56,True
PROD_1178,Self-enabling exuding concept,Home & Kitchen,146.27,False
PROD_1179,Enhanced interactive alliance,Clothing,281.86,True
PROD_1180,Down-sized fresh-thinking implementation,Home & Kitchen,223.18,True
PROD_1181,Organic optimal pricing structure,Sports,20.78,False
PROD_1182,Virtual bandwidth-monitored data-warehouse,Sports,204.25,False
PROD_1183,Decentralized modular service-desk,Clothing,86.84,True
PROD_1184,Stand-alone tangible success,Beauty,72.6,True
PROD_1185,Operative static array,Beauty,116.29,False
PROD_1186,Implemented real-time toolset,Clothing,283.88,False
PROD_1187,Multi-channeled optimizing service-desk,Electronics,294.21,False
PROD_1188,Synchronized explicit structure,Home & Kitchen,39.62,True
PROD_1189,Organic client-driven frame,Beauty,186.83,False
PROD_1190,Self-enabling zero tolerance hub,Home & Kitchen,178.69,False
PROD_1191,Devolved contextually-based firmware,Home & Kitchen,206.39,True
PROD_1192,Organic asynchronous product,Electronics,200.37,True
PROD_1193,Fully-configurable full-range knowledge user,Home & Kitchen,254.68,False
PROD_1194,Realigned foreground parallelism,Beauty,282.93,True
PROD_1195,Total clear-thinking orchestration,Clothing,288.45,True
PROD_1196,Advanced mission-critical infrastructure,Beauty,278.2,False
PROD_1197,Networked multi-state alliance,Electronics,126.38,True
PROD_1198,Mandatory full-range challenge,Beauty,67.91,True
PROD_1199,Mandatory didactic matrix,Clothing,286.56,True
PROD_1200,User-friendly static standardization,Clothing,179.51,True
PROD_1201,User-centric context-sensitive capability,Electronics,127.11,True
PROD_1202,Multi-tiered 24/7 customer loyalty,Sports,205.17,True
PROD_1203,Sharable methodical algorithm,Home & Kitchen,190.01,True
PROD_1204,Exclusive coherent knowledgebase,Home & Kitchen,286.81,True
PROD_1205,Proactive fault-tolerant array,Home & Kitchen,119.86,False
PROD_1206,Expanded full-range initiative,Beauty,145.43,True
PROD_1207,Realigned encompassing frame,Home & Kitchen,63.53,True
PROD_1208,Profound solution-oriented alliance,Home & Kitchen,229.6,False
PROD_1209,User-centric multimedia process improvement,Clothing,204.5,True
PROD_1210,Advanced bifurcated info-mediaries,Sports,42.97,True
PROD_1211,Exclusive demand-driven installation,Sports,136.07,True
PROD_1212,Optional tangible circuit,Electronics,278.22,False
PROD_1213,Digitized disintermediate forecast,Sports,5.08,True
PROD_1214,Cross-group background open system,Clothing,248.31,True
PROD_1215,Enterprise-wide dynamic capacity,Clothing,249.71,True
PROD_1216,Centralized discrete interface,Sports,203.32,True
PROD_1217,Proactive systemic support,Beauty,30.39,True
PROD_1218,Synchronized object-oriented product,Clothing,198.88,False
PROD_1219,Open-source value-added software,Home & Kitchen,291.89,True
PROD_1220,Future-proofed asynchronous extranet,Electronics,192.48,False
PROD_1221,Enterprise-wide local circuit,Home & Kitchen,156.06,False
PROD_1222,Enterprise-wide eco-centric model,Sports,217.38,True
PROD_1223,Optimized global process improvement,Home & Kitchen,224.61,False
PROD_1224,Down-sized fault-tolerant hierarchy,Electronics,56.66,True
PROD_1225,Profit-focused clear-thinking Local Area Network,Beauty,116.19,True
PROD_1226,Profit-focused human-resource complexity,Sports,260.44,True
PROD_1227,Total real-time circuit,Home & Kitchen,209.08,False
PROD_1228,Balanced non-volatile hierarchy,Home & Kitchen,193.87,True
PROD_1229,Triple-buffered discrete strategy,Sports,261.24,True
PROD_1230,Total systemic collaboration,Clothing,203.62,True
PROD_1231,Ameliorated content-based toolset,Sports,66.7,True
PROD_1232,Cross-group incremental portal,Electronics,163.39,True
PROD_1233,Ergonomic mobile orchestration,Clothing,156.71,True
PROD_1234,Profound holistic projection,Beauty,291.32,True
PROD_1235,Adaptive motivating installation,Electronics,197.44,True
PROD_1236,Future-proofed needs-based standardization,Home & Kitchen,219.34,True
PROD_1237,Down-sized bifurcated architecture,Electronics,238.41,True
PROD_1238,Reverse-engineered empowering encryption,Sports,185.22,True
PROD_1239,Ergonomic analyzing open system,Sports,274.18,True
PROD_1240,Operative tangible ability,Beauty,240.54,True
PROD_1241,Business-focused bi-directional access,Electronics,142.46,False
PROD_1242,Focused attitude-oriented benchmark,Electronics,134.67,True
PROD_1243,Re-engineered neutral ability,Home & Kitchen,204.68,True
PROD_1244,Robust responsive workforce,Clothing,6.14,True
PROD_1245,Polarized multimedia help-desk,Home & Kitchen,230.9,False
PROD_1246,Up-sized dynamic application,Beauty,188.83,False
PROD_1247,Streamlined responsive artificial intelligence,Electronics,251.54,False
PROD_1248,Open-source attitude-oriented Local Area Network,Electronics,125.73,False
PROD_1249,Intuitive intangible neural-net,Home & Kitchen,37.79,True
PROD_1250,Universal real-time firmware,Clothing,98.8,True
PROD_1251,Optimized optimal hardware,Electronics,248.76,False
PROD_1252,Operative exuding initiative,Clothing,67.88,False
PROD_1253,Object-based 3rdgeneration structure,Sports,29.67,True
PROD_1254,Profit-focused scalable process improvement,Home & Kitchen,79.86,True
PROD_1255,Sharable neutral database,Electronics,166.95,False
PROD_1256,Exclusive neutral application,Sports,69.37,True
PROD_1257,Polarized 24/7 monitoring,Sports,264.94,True
PROD_1258,Persevering heuristic emulation,Electronics,222.06,False
PROD_1259,Triple-buffered disintermediate pricing structure,Sports,297.25,False
PROD_1260,Visionary grid-enabled artificial intelligence,Home & Kitchen,52.18,True
PROD_1261,Organized responsive algorithm,Beauty,148.64,True
PROD_1262,Secured mobile Internet solution,Electronics,222.78,True
PROD_1263,Front-line non-volatile Local Area Network,Home & Kitchen,35.81,True
PROD_1264,Seamless global array,Electronics,266.1,True
PROD_1265,User-centric value-added data-warehouse,Beauty,9.99,False
PROD_1266,Networked bandwidth-monitored frame,Clothing,106.44,True
PROD_1267,Expanded secondary matrices,Clothing,190.31,False
PROD_1268,Virtual content-based open system,Sports,33.64,True
PROD_1269,Enterprise-wide needs-based neural-net,Beauty,221.46,True
PROD_1270,Adaptive mission-critical product,Sports,43.9,False
PROD_1271,Stand-alone holistic data-warehouse,Home & Kitchen,265.69,True
PROD_1272,Object-based directional product,Beauty,169.09,True
PROD_1273,Automated actuating conglomeration,Sports,68.31,True
PROD_1274,Synergized coherent approach,Beauty,5.9,True
PROD_1275,Programmable secondary frame,Beauty,149.07,True
PROD_1276,Realigned scalable customer loyalty,Sports,215.25,False
PROD_1277,Cloned maximized methodology,Beauty,127.04,True
PROD_1278,Right-sized disintermediate website,Beauty,82.84,True
PROD_1279,Compatible multi-state emulation,Home & Kitchen,146.22,False
PROD_1280,Centralized tertiary focus group,Beauty,256.59,False
PROD_1281,User-centric directional info-mediaries,Home & Kitchen,239.73,True
PROD_1282,Implemented 5thgeneration protocol,Home & Kitchen,14.19,False
PROD_1283,Pre-emptive asymmetric architecture,Beauty,133.84,True
PROD_1284,Profound systemic emulation,Clothing,287.2,True
PROD_1285,Phased discrete contingency,Sports,51.45,False
PROD_1286,Cross-platform even-keeled moratorium,Electronics,261.75,True
PROD_1287,Business-focused zero administration interface,Clothing,73.21,True
PROD_1288,Right-sized heuristic instruction set,Clothing,179.52,False
PROD_1289,Adaptive local process improvement,Home & Kitchen,96.88,True
PROD_1290,Multi-channeled stable superstructure,Sports,132.67,True
PROD_1291,Quality-focused object-oriented knowledge user,Electronics,207.66,True
PROD_1292,Profit-focused 24/7 implementation,Clothing,295.88,True
PROD_1293,Down-sized bottom-line matrix,Home & Kitchen,280.52,True
PROD_1294,Operative motivating success,Home & Kitchen,283.92,False
PROD_1295,Multi-channeled heuristic secured line,Clothing,275.25,True
PROD_1296,Digitized upward-trending methodology,Beauty,260.61,True
PROD_1297,Compatible responsive utilization,Sports,77.31,True
PROD_1298,Up-sized local protocol,Beauty,120.54,False
PROD_1299,Advanced high-level hierarchy,Electronics,299.17,False
PROD_1300,Advanced eco-centric parallelism,Clothing,273.5,True
PROD_1301,Focused contextually-based matrices,Home & Kitchen,195.75,True
PROD_1302,Self-enabling value-added encoding,Electronics,139.55,False
PROD_1303,Polarized encompassing customer loyalty,Electronics,253.24,True
PROD_1304,Diverse dynamic concept,Electronics,65.23,True
PROD_1305,Programmable fault-tolerant model,Electronics,194.9,True
PROD_1306,Managed impactful methodology,Sports,68.93,True
PROD_1307,Sharable leadingedge database,Clothing,38.64,True
PROD_1308,Customizable responsive Graphical User Interface,Electronics,175.57,True
PROD_1309,Programmable methodical forecast,Home & Kitchen,162.14,True
PROD_1310,Front-line mission-critical functionalities,Home & Kitchen,231.73,True
PROD_1311,Inverse 24/7 initiative,Home & Kitchen,217.99,True
PROD_1312,Realigned mobile forecast,Sports,55.84,False
PROD_1313,Multi-channeled didactic solution,Clothing,244.92,False
PROD_1314,Triple-buffered client-driven archive,Sports,266.48,False
PROD_1315,Open-source bottom-line software,Home & Kitchen,151.38,True
PROD_1316,Networked contextually-based workforce,Sports,163.72,False
PROD_1317,Synergized responsive toolset,Clothing,231.5,True
PROD_1318,Monitored explicit budgetary management,Clothing,49.74,True
PROD_1319,Enterprise-wide hybrid toolset,Beauty,20.32,True
PROD_1320,Automated heuristic Local Area Network,Sports,38.73,True
PROD_1321,Implemented stable circuit,Electronics,294.18,True
PROD_1322,Decentralized uniform extranet,Beauty,25.32,False
PROD_1323,Face-to-face interactive analyzer,Clothing,193.84,False
PROD_1324,Universal dynamic superstructure,Home & Kitchen,89.86,True
PROD_1325,Public-key human-resource leverage,Sports,48.07,True
PROD_1326,Vision-oriented mobile concept,Beauty,74.14,False
PROD_1327,Fully-configurable methodical contingency,Beauty,138.16,False
PROD_1328,Face-to-face mobile open architecture,Clothing,278.4,True
PROD_1329,Phased radical open architecture,Home & Kitchen,192.19,False
PROD_1330,Inverse tertiary workforce,Clothing,292.27,True
PROD_1331,Upgradable bi-directional project,Electronics,116.36,True
PROD_1332,Persevering modular encryption,Electronics,221.17,False
PROD_1333,Quality-focused bottom-line website,Home & Kitchen,248.74,True
PROD_1334,Exclusive scalable framework,Sports,291.02,False
PROD_1335,Upgradable object-oriented capability,Home & Kitchen,204.72,False
PROD_1336,Synergized tangible monitoring,Clothing,238.8,True
PROD_1337,Advanced content-based installation,Clothing,57.63,True
PROD_1338,Multi-lateral explicit Internet solution,Beauty,257.07,True
PROD_1339,Upgradable didactic interface,Beauty,81.43,True
PROD_1340,Intuitive explicit methodology,Electronics,258.74,False
PROD_1341,Assimilated fault-tolerant implementation,Clothing,271.69,True
PROD_1342,Stand-alone maximized policy,Beauty,232.48,True
PROD_1343,Configurable homogeneous task-force,Beauty,284.91,False
PROD_1344,Innovative multi-state matrix,Home & Kitchen,192.64,True
PROD_1345,Reactive high-level task-force,Home & Kitchen,251.38,False
PROD_1346,Virtual zero administration adapter,Beauty,30.24,False
PROD_1347,Enterprise-wide uniform standardization,Sports,6.05,True
PROD_1348,Distributed homogeneous challenge,Clothing,178.75,True
PROD_1349,Decentralized heuristic secured line,Sports,10.22,True
PROD_1350,Right-sized tangible open architecture,Beauty,160.69,False
PROD_1351,Grass-roots next generation approach,Beauty,183.32,False
PROD_1352,Focused disintermediate adapter,Sports,189.88,True
PROD_1353,Synchronized zero administration matrices,Sports,21.57,True
PROD_1354,Quality-focused explicit ability,Clothing,8.69,True
PROD_1355,Adaptive 24hour leverage,Sports,228.51,False
PROD_1356,Advanced 6thgeneration definition,Home & Kitchen,215.12,True
PROD_1357,Universal actuating emulation,Clothing,288.11,True
PROD_1358,Virtual global circuit,Beauty,45.69,True
PROD_1359,Self-enabling encompassing structure,Sports,283.72,True
PROD_1360,Right-sized web-enabled conglomeration,Electronics,64.56,True
PROD_1361,Vision-oriented mobile matrix,Home & Kitchen,246.34,True
PROD_1362,Team-oriented responsive encryption,Home & Kitchen,26.49,True
PROD_1363,Re-contextualized neutral interface,Clothing,298.83,True
PROD_1364,Phased demand-driven support,Electronics,191.71,True
PROD_1365,Proactive heuristic intranet,Beauty,251.92,True
PROD_1366,Cross-group tertiary orchestration,Beauty,203.71,True
PROD_1367,Fundamental homogeneous project,Clothing,175.26,False
PROD_1368,Ergonomic responsive approach,Beauty,92.85,True
PROD_1369,User-friendly 3rdgeneration functionalities,Clothing,174.78,True
PROD_1370,Expanded well-modulated adapter,Beauty,15.39,True
PROD_1371,User-friendly high-level data-warehouse,Home & Kitchen,295.33,True
PROD_1372,Ergonomic reciprocal migration,Sports,229.99,True
PROD_1373,Polarized foreground paradigm,Electronics,228.98,True
PROD_1374,Mandatory systematic hardware,Beauty,179.39,True
PROD_1375,Realigned encompassing concept,Electronics,26.04,False
PROD_1376,Managed encompassing groupware,Electronics,171.92,True
PROD_1377,Centralized asymmetric support,Home & Kitchen,185.53,True
PROD_1378,Balanced bifurcated groupware,Beauty,42.17,True
PROD_1379,Cloned demand-driven success,Sports,134.99,True
PROD_1380,Realigned uniform core,Electronics,178.34,True
PROD_1381,Reduced foreground array,Clothing,193.44,True
PROD_1382,Polarized asymmetric function,Clothing,101.91,False
PROD_1383,Re-contextualized uniform artificial intelligence,Home & Kitchen,139.47,True
PROD_1384,Re-engineered systemic paradigm,Home & Kitchen,26.03,True
PROD_1385,Multi-channeled modular middleware,Home & Kitchen,132.38,True
PROD_1386,Robust object-oriented definition,Clothing,175.54,True
PROD_1387,Multi-tiered content-based throughput,Clothing,134.83,True
PROD_1388,Sharable high-level parallelism,Sports,201.45,True
PROD_1389,Reduced web-enabled Local Area Network,Electronics,163.03,True
PROD_1390,Open-architected 4thgeneration database,Electronics,198.16,False
PROD_1391,Horizontal 24/7 circuit,Beauty,266.18,True
PROD_1392,Synchronized full-range challenge,Electronics,51.27,True
PROD_1393,Assimilated real-time solution,Electronics,171.57,False
PROD_1394,Re-engineered 24/7 forecast,Beauty,263.86,True
PROD_1395,Phased multi-state intranet,Home & Kitchen,96.6,True
PROD_1396,Automated empowering synergy,Beauty,73.08,True
PROD_1397,Function-based multi-tasking data-warehouse,Home & Kitchen,130.92,True
PROD_1398,Secured optimal array,Beauty,154.34,False
PROD_1399,Seamless heuristic forecast,Clothing,93.74,False
PROD_1400,Integrated zero tolerance solution,Beauty,168.38,True
PROD_1401,Reactive intangible firmware,Home & Kitchen,80.9,True
PROD_1402,Adaptive leadingedge time-frame,Beauty,176.92,True
PROD_1403,Up-sized non-volatile support,Beauty,71.34,True
PROD_1404,Progressive zero administration initiative,Electronics,22.52,True
PROD_1405,Progressive didactic Graphical User Interface,Sports,254.73,True
PROD_1406,Innovative attitude-oriented encoding,Clothing,281.0,True
PROD_1407,Organic directional time-frame,Beauty,109.0,True
PROD_1408,Multi-channeled methodical standardization,Electronics,17.99,True
PROD_1409,Realigned needs-based website,Beauty,243.08,False
PROD_1410,Quality-focused client-server moratorium,Clothing,143.24,True
PROD_1411,Compatible mission-critical protocol,Beauty,191.85,True
PROD_1412,User-centric 5thgeneration structure,Sports,189.99,False
PROD_1413,Public-key 6thgeneration info-mediaries,Sports,280.02,True
PROD_1414,De-engineered upward-trending algorithm,Electronics,230.39,True
PROD_1415,Universal 6thgeneration service-desk,Clothing,128.87,True
PROD_1416,Re-contextualized demand-driven architecture,Clothing,21.76,True
PROD_1417,Fully-configurable executive infrastructure,Sports,206.63,True
PROD_1418,Monitored client-driven Internet solution,Home & Kitchen,76.8,True
PROD_1419,Polarized bifurcated circuit,Clothing,92.42,True
PROD_1420,Innovative uniform forecast,Home & Kitchen,54.33,True
PROD_1421,Synergized cohesive migration,Beauty,226.41,True
PROD_1422,De-engineered stable circuit,Beauty,223.87,True
PROD_1423,Streamlined solution-oriented functionalities,Beauty,247.52,True
PROD_1424,Business-focused even-keeled info-mediaries,Sports,278.25,True
PROD_1425,Business-focused background standardization,Electronics,284.2,True
PROD_1426,Stand-alone needs-based challenge,Electronics,85.93,True
PROD_1427,Stand-alone multi-tasking emulation,Sports,141.73,True
PROD_1428,Focused zero administration Internet solution,Sports,233.99,False
PROD_1429,Enhanced regional encoding,Clothing,198.53,True
PROD_1430,Extended 6thgeneration workforce,Clothing,241.57,True
PROD_1431,Cloned real-time methodology,Electronics,132.68,False
PROD_1432,User-friendly upward-trending success,Sports,129.88,False
PROD_1433,Ergonomic full-range Internet solution,Electronics,256.5,True
PROD_1434,Operative intermediate middleware,Beauty,171.76,True
PROD_1435,Enhanced demand-driven implementation,Sports,30.59,True
PROD_1436,Fully-configurable bandwidth-monitored methodology,Beauty,87.66,True
PROD_1437,Multi-tiered bifurcated protocol,Clothing,59.15,True
PROD_1438,Multi-tiered zero administration service-desk,Electronics,272.52,True
PROD_1439,Switchable secondary function,Beauty,268.08,True
PROD_1440,Diverse optimal encryption,Clothing,40.01,True
PROD_1441,Centralized discrete project,Home & Kitchen,204.99,False
PROD_1442,Multi-layered 6thgeneration capability,Electronics,111.3,False
