product_id,category,unit_price,active_flag
PRD00242,Books,173.53,False
PRD00243,Electronics,40.08,False
PRD00244,Garden,248.64,True
PRD00245,Garden,236.4,False
PRD00246,Beauty,157.59,False
PRD00247,Home,105.17,True
PRD00248,Home,178.39,True
PRD00249,Books,105.92,False
PRD00250,Home,98.6,False
PRD00251,Garden,46.09,False
PRD00252,Books,57.0,False
PRD00253,Home,115.92,True
PRD00254,Electronics,245.82,False
PRD00255,Sports,25.34,False
PRD00256,Beauty,35.88,False
PRD00257,Books,65.31,False
PRD00258,Books,42.63,True
PRD00259,Books,213.63,True
PRD00260,Garden,92.07,False
PRD00261,Books,169.53,False
PRD00262,Beauty,144.24,False
PRD00263,Books,223.04,True
PRD00264,Garden,72.85,True
PRD00265,Garden,108.11,False
PRD00266,Sports,227.67,True
PRD00267,Sports,84.26,False
PRD00268,Electronics,21.94,True
PRD00269,Electronics,64.26,True
PRD00270,Electronics,188.99,True
PRD00271,Beauty,187.11,True
PRD00272,Garden,228.57,False
PRD00273,Home,92.12,True
PRD00274,Sports,232.59,False
PRD00275,Home,10.51,False
PRD00276,Books,248.71,False
PRD00277,Electronics,220.18,True
PRD00278,Beauty,183.12,False
PRD00279,Home,35.72,False
PRD00280,Sports,15.51,False
PRD00281,Beauty,223.57,True
PRD00282,Garden,61.5,True
PRD00283,Sports,24.49,True
PRD00284,Electronics,65.24,True
PRD00285,Sports,141.97,False
PRD00286,Home,100.04,False
PRD00287,Home,81.63,False
PRD00288,Books,5.0,True
PRD00289,Garden,168.64,True
PRD00290,Books,144.05,True
PRD00291,Garden,243.5,True
PRD00292,Electronics,172.96,False
PRD00293,Beauty,201.27,False
PRD00294,Home,231.44,True
PRD00295,Sports,132.55,False
PRD00296,Sports,229.87,False
PRD00297,Beauty,153.91,True
PRD00298,Home,161.7,False
PRD00299,Books,226.74,True
PRD00300,Books,22.51,True
PRD00301,Books,239.93,False
PRD00302,Garden,45.56,False
PRD00303,Sports,68.72,False
PRD00304,Home,8.66,False
PRD00305,Beauty,209.04,True
PRD00306,Sports,76.18,True
PRD00307,Electronics,166.97,True
PRD00308,Electronics,218.24,False
PRD00309,Sports,31.56,False
PRD00310,Sports,23.12,False
PRD00311,Electronics,165.44,False
PRD00312,Sports,99.05,True
PRD00313,Beauty,22.23,False
PRD00314,Sports,22.12,True
PRD00315,Garden,239.88,True
PRD00316,Garden,186.95,False
PRD00317,Sports,105.93,False
PRD00318,Sports,101.83,False
PRD00319,Garden,193.54,True
PRD00320,Books,58.88,False
PRD00321,Sports,10.93,True
PRD00322,Books,177.11,False
PRD00323,Home,217.28,False
PRD00324,Garden,93.42,True
PRD00325,Sports,110.0,True
PRD00326,Sports,222.46,True
PRD00327,Books,236.38,False
PRD00328,Beauty,103.5,False
PRD00329,Electronics,68.26,False
PRD00330,Electronics,6.36,True
PRD00331,Garden,19.05,True
PRD00332,Beauty,8.64,False
PRD00333,Books,86.19,False
PRD00334,Beauty,62.73,False
PRD00335,Home,79.44,False
PRD00336,Beauty,217.06,False
PRD00337,Garden,83.03,False
PRD00338,Books,27.13,True
PRD00339,Home,101.82,False
PRD00340,Home,15.13,True
PRD00341,Electronics,81.9,True
PRD00342,Electronics,87.41,False
PRD00343,Books,180.85,False
PRD00344,Home,156.22,False
PRD00345,Electronics,102.82,True
PRD00346,Garden,10.93,False
PRD00347,Beauty,117.88,True
PRD00348,Home,220.2,True
PRD00349,Garden,105.57,False
PRD00350,Electronics,184.68,False
PRD00351,Garden,129.89,False
PRD00352,Sports,50.67,True
PRD00353,Home,179.96,True
PRD00354,Books,102.67,False
PRD00355,Beauty,37.85,False
PRD00356,Beauty,146.31,True
PRD00357,Sports,36.59,False
PRD00358,Home,83.77,True
PRD00359,Home,17.38,False
PRD00360,Garden,107.17,True
PRD00361,Sports,247.01,True
PRD00362,Electronics,58.4,False
PRD00363,Electronics,73.39,True
PRD00364,Books,59.96,True
PRD00365,Sports,48.69,True
PRD00366,Beauty,55.96,False
PRD00367,Sports,110.08,False
PRD00368,Books,82.66,False
PRD00369,Home,214.63,False
PRD00370,Home,113.14,False
PRD00371,Home,108.62,True
PRD00372,Electronics,133.74,True
PRD00373,Books,41.33,False
PRD00374,Electronics,179.17,False
PRD00375,Home,144.96,True
PRD00376,Electronics,77.62,False
PRD00377,Books,84.78,False
PRD00378,Beauty,114.32,False
PRD00379,Garden,188.12,False
PRD00380,Beauty,51.71,False
PRD00381,Electronics,186.38,True
PRD00382,Garden,145.29,False
PRD00383,Sports,114.36,True
PRD00384,Electronics,39.71,False
PRD00385,Sports,136.84,False
PRD00386,Home,184.7,False
PRD00387,Garden,87.99,False
PRD00388,Garden,157.47,True
PRD00389,Beauty,22.87,False
PRD00390,Beauty,129.67,False
PRD00391,Garden,178.02,True
PRD00392,Garden,141.26,True
PRD00393,Electronics,217.96,False
PRD00394,Books,235.76,False
PRD00395,Beauty,8.77,True
PRD00396,Beauty,159.68,False
PRD00397,Garden,245.5,True
PRD00398,Beauty,31.35,True
PRD00399,Books,59.0,False
PRD00400,Garden,125.43,True
PRD00401,Garden,238.34,False
PRD00402,Garden,159.74,False
PRD00403,Books,86.61,True
PRD00404,Sports,235.04,True
PRD00405,Beauty,32.71,True
PRD00406,Books,155.65,False
PRD00407,Sports,134.21,True
PRD00408,Garden,157.48,True
PRD00409,Electronics,190.84,True
PRD00410,Garden,19.89,False
PRD00411,Home,244.82,True
PRD00412,Home,72.95,True
PRD00413,Beauty,243.25,False
PRD00414,Beauty,44.84,True
PRD00415,Electronics,140.55,False
PRD00416,Beauty,78.57,True
PRD00417,Home,103.42,True
PRD00418,Books,226.11,True
PRD00419,Books,139.53,True
PRD00420,Books,87.09,False
PRD00421,Home,182.21,False
PRD00422,Sports,211.08,False
PRD00423,Electronics,13.5,False
PRD00424,Garden,73.28,False
PRD00425,Sports,183.76,False
PRD00426,Garden,105.69,True
PRD00427,Sports,89.1,False
PRD00428,Books,238.38,False
PRD00429,Home,49.72,True
PRD00430,Beauty,113.23,False
PRD00431,Electronics,159.11,False
PRD00432,Books,119.43,True
PRD00433,Sports,144.21,False
PRD00434,Books,115.2,True
PRD00435,Books,91.34,True
PRD00436,Books,209.79,True
PRD00437,Books,236.22,False
PRD00438,Books,245.61,False
PRD00439,Electronics,209.58,False
PRD00440,Electronics,42.99,True
PRD00441,Electronics,64.53,True
PRD00442,Sports,60.03,False
PRD00443,Books,232.46,True
PRD00444,Electronics,104.56,True
PRD00445,Books,240.37,True
PRD00446,Books,29.15,True
PRD00447,Garden,195.82,True
PRD00448,Sports,226.59,False
PRD00449,Beauty,211.54,True
PRD00450,Garden,72.4,False
PRD00451,Home,53.84,True
PRD00452,Sports,235.1,True
PRD00453,Books,89.44,False
PRD00454,Books,22.72,True
PRD00455,Garden,64.01,True
PRD00456,Books,141.51,False
PRD00457,Electronics,228.26,False
PRD00458,Garden,19.3,False
PRD00459,Home,138.24,False
PRD00460,Beauty,238.35,False
PRD00461,Sports,28.37,False
PRD00462,Garden,21.53,True
PRD00463,Beauty,151.67,True
PRD00464,Beauty,224.71,True
PRD00465,Home,113.09,True
PRD00466,Sports,70.48,False
PRD00467,Electronics,18.52,True
PRD00468,Books,159.49,False
PRD00469,Books,219.66,True
PRD00470,Sports,6.1,False
PRD00471,Sports,114.69,True
PRD00472,Beauty,110.77,False
PRD00473,Electronics,32.84,False
PRD00474,Home,59.84,False
PRD00475,Electronics,48.37,True
PRD00476,Garden,47.25,True
PRD00477,Electronics,175.59,True
PRD00478,Beauty,110.75,False
PRD00479,Sports,121.68,False
PRD00480,Books,81.64,False
PRD00481,Garden,198.38,False
PRD00482,Electronics,102.29,True
PRD00483,Beauty,157.62,False
PRD00484,Home,61.11,True
PRD00485,Home,200.71,False
PRD00486,Books,165.19,True
PRD00487,Garden,31.24,True
PRD00488,Garden,58.75,True
PRD00489,Beauty,156.36,True
PRD00490,Beauty,121.08,False
PRD00491,Electronics,167.14,False
PRD00492,Garden,114.49,True
PRD00493,Home,20.31,True
PRD00494,Sports,10.42,False
PRD00495,Garden,122.32,True
PRD00496,Sports,82.02,False
PRD00497,Books,166.25,True
PRD00498,Electronics,213.83,False
PRD00499,Books,124.88,False
PRD00500,Books,85.34,True
PRD00501,Electronics,158.66,False
PRD00502,Sports,27.98,True
PRD00503,Home,233.75,False
PRD00504,Sports,135.99,True
PRD00505,Sports,75.79,True
PRD00506,Garden,210.93,True
PRD00507,Sports,245.38,False
PRD00508,Beauty,137.55,False
PRD00509,Garden,231.19,True
PRD00510,Sports,231.01,True
PRD00511,Home,100.52,True
PRD00512,Books,229.5,False
PRD00513,Home,195.45,False
PRD00514,Books,167.86,True
PRD00515,Home,87.47,False
PRD00516,Beauty,211.33,True
PRD00517,Books,112.37,False
PRD00518,Home,117.4,False
PRD00519,Beauty,34.07,True
PRD00520,Beauty,73.65,True
PRD00521,Home,54.42,True
PRD00522,Beauty,115.77,False
PRD00523,Books,104.17,True
PRD00524,Books,216.06,True
PRD00525,Books,161.0,True
PRD00526,Home,180.46,False
PRD00527,Electronics,61.43,False
PRD00528,Electronics,131.32,True
PRD00529,Electronics,100.69,False
PRD00530,Beauty,246.9,False
PRD00531,Sports,197.88,True
PRD00532,Sports,247.5,True
PRD00533,Home,208.04,False
PRD00534,Home,238.83,False
PRD00535,Beauty,228.22,True
PRD00536,Home,70.45,True
PRD00537,Books,121.67,True
PRD00538,Garden,221.89,True
PRD00539,Electronics,139.08,False
PRD00540,Electronics,217.59,True
PRD00541,Electronics,111.93,False
PRD00542,Beauty,60.28,True
PRD00543,Electronics,115.41,True
PRD00544,Electronics,115.77,False
PRD00545,Beauty,104.49,False
PRD00546,Electronics,146.12,False
PRD00547,Garden,91.9,False
PRD00548,Beauty,181.11,False
PRD00549,Sports,58.92,True
PRD00550,Home,113.68,False
PRD00551,Books,63.04,False
PRD00552,Home,103.84,True
PRD00553,Beauty,71.49,True
PRD00554,Sports,123.36,False
PRD00555,Sports,191.93,True
PRD00556,Home,177.09,False
PRD00557,Sports,194.54,False
PRD00558,Electronics,182.22,False
PRD00559,Electronics,151.74,True
PRD00560,Home,211.57,False
PRD00561,Books,204.25,True
PRD00562,Home,231.41,True
PRD00563,Beauty,97.21,True
PRD00564,Garden,183.5,False
PRD00565,Garden,166.11,False
PRD00566,Garden,140.62,True
PRD00567,Electronics,80.98,True
PRD00568,Sports,146.54,False
PRD00569,Electronics,10.53,True
PRD00570,Home,173.72,True
PRD00571,Home,12.09,False
PRD00572,Books,65.09,False
PRD00573,Books,127.1,False
PRD00574,Garden,220.14,False
PRD00575,Garden,159.79,True
PRD00576,Home,9.59,True
PRD00577,Home,142.1,True
PRD00578,Books,148.48,True
PRD00579,Sports,53.1,True
PRD00580,Sports,136.83,True
PRD00581,Electronics,16.8,True
PRD00582,Sports,156.47,True
PRD00583,Garden,11.13,False
PRD00584,Beauty,125.06,False
PRD00585,Home,235.04,True
PRD00586,Home,122.25,True
PRD00587,Sports,34.29,False
PRD00588,Books,96.5,False
PRD00589,Beauty,89.72,True
PRD00590,Garden,180.67,True
PRD00591,Books,126.98,False
PRD00592,Home,44.54,True
PRD00593,Beauty,77.64,False
PRD00594,Garden,162.35,False
PRD00595,Electronics,42.36,False
PRD00596,Books,236.1,True
PRD00597,Garden,244.95,False
PRD00598,Garden,25.11,True
PRD00599,Home,32.39,True
PRD00600,Home,162.91,True
PRD00601,Books,32.17,False
PRD00602,Sports,143.33,True
PRD00603,Home,103.01,True
PRD00604,Electronics,13.52,False
PRD00605,Home,222.72,False
PRD00606,Electronics,148.57,False
PRD00607,Electronics,69.74,False
PRD00608,Beauty,155.02,True
PRD00609,Books,157.9,True
PRD00610,Sports,193.77,False
PRD00611,Beauty,182.81,False
PRD00612,Books,141.67,True
PRD00613,Beauty,124.16,False
PRD00614,Books,143.89,False
PRD00615,Garden,15.61,True
PRD00616,Sports,97.89,False
PRD00617,Beauty,38.36,False
PRD00618,Beauty,83.27,True
PRD00619,Electronics,91.15,False
PRD00620,Electronics,114.64,False
PRD00621,Books,145.5,False
PRD00622,Sports,47.6,True
PRD00623,Home,116.17,True
PRD00624,Electronics,208.96,True
PRD00625,Beauty,152.74,True
PRD00626,Garden,76.03,False
PRD00627,Beauty,88.17,True
PRD00628,Sports,72.98,False
PRD00629,Books,249.15,True
PRD00630,Home,138.0,False
PRD00631,Home,22.79,True
PRD00632,Electronics,191.92,False
PRD00633,Electronics,239.22,False
PRD00634,Beauty,143.83,True
PRD00635,Electronics,162.73,False
PRD00636,Sports,24.38,True
PRD00637,Home,104.91,True
PRD00638,Garden,28.87,True
PRD00639,Sports,195.49,False
PRD00640,Electronics,63.84,False
PRD00641,Sports,170.75,True
PRD00642,Sports,209.47,False
PRD00643,Books,122.17,False
PRD00644,Sports,105.19,True
PRD00645,Electronics,238.84,False
PRD00646,Garden,229.97,True
PRD00647,Sports,201.82,True
PRD00648,Beauty,47.44,True
PRD00649,Beauty,44.21,False
PRD00650,Beauty,244.45,True
PRD00651,Books,220.25,False
PRD00652,Beauty,129.67,True
PRD00653,Sports,75.98,True
PRD00654,Sports,138.25,False
PRD00655,Electronics,237.24,True
PRD00656,Garden,189.11,True
PRD00657,Garden,242.1,True
PRD00658,Sports,249.47,True
PRD00659,Sports,91.93,True
PRD00660,Electronics,200.61,True
PRD00661,Sports,102.3,True
PRD00662,Sports,48.7,True
PRD00663,Electronics,27.27,True
PRD00664,Books,162.43,True
PRD00665,Electronics,170.35,False
PRD00666,Beauty,134.92,True
PRD00667,Garden,193.63,False
PRD00668,Home,66.6,True
PRD00669,Sports,210.27,False
PRD00670,Sports,150.22,True
PRD00671,Books,124.72,False
PRD00672,Home,65.69,True
PRD00673,Sports,60.07,False
PRD00674,Electronics,184.23,True
PRD00675,Garden,176.67,True
PRD00676,Garden,245.58,True
PRD00677,Electronics,224.25,True
PRD00678,Electronics,91.16,True
PRD00679,Sports,33.48,True
PRD00680,Beauty,202.98,True
PRD00681,Sports,230.36,False
PRD00682,Sports,209.79,False
PRD00683,Beauty,152.83,False
PRD00684,Books,171.89,False
PRD00685,Home,116.57,False
PRD00686,Home,45.04,True
PRD00687,Sports,214.21,True
PRD00688,Beauty,243.7,True
PRD00689,Books,131.82,False
PRD00690,Home,196.6,False
PRD00691,Beauty,182.14,False
PRD00692,Home,121.16,True
PRD00693,Electronics,201.84,False
PRD00694,Home,72.77,True
PRD00695,Electronics,158.98,True
PRD00696,Sports,231.71,True
PRD00697,Electronics,215.71,True
PRD00698,Electronics,221.36,True
PRD00699,Beauty,75.75,True
PRD00700,Home,42.54,False
PRD00701,Sports,13.41,True
PRD00702,Garden,183.31,True
PRD00703,Home,169.74,True
PRD00704,Home,69.19,True
PRD00705,Books,156.33,False
PRD00706,Beauty,163.75,True
PRD00707,Garden,198.02,False
PRD00708,Electronics,148.09,True
PRD00709,Electronics,249.16,False
PRD00710,Sports,31.52,True
PRD00711,Sports,203.57,False
PRD00712,Electronics,119.98,True
PRD00713,Home,130.84,False
PRD00714,Home,228.38,True
PRD00715,Beauty,228.98,False
PRD00716,Beauty,57.21,True
PRD00717,Sports,207.69,True
PRD00718,Electronics,177.23,True
PRD00719,Books,110.48,True
PRD00720,Sports,156.26,True
PRD00721,Home,22.67,False
PRD00722,Books,17.47,True
PRD00723,Books,62.84,True
PRD00724,Sports,168.43,False
PRD00725,Beauty,237.86,False
PRD00726,Sports,93.94,False
PRD00727,Beauty,105.26,False
PRD00728,Home,43.08,True
PRD00729,Beauty,227.21,False
PRD00730,Home,124.84,True
PRD00731,Electronics,71.85,True
PRD00732,Sports,233.97,True
PRD00733,Sports,85.14,True
PRD00734,Electronics,14.69,True
PRD00735,Books,150.21,False
PRD00736,Beauty,28.99,True
PRD00737,Garden,176.97,False
PRD00738,Home,109.93,False
PRD00739,Beauty,209.98,True
PRD00740,Home,12.15,True
PRD00741,Sports,246.72,True
PRD00742,Beauty,222.92,False
PRD00743,Garden,45.35,False
PRD00744,Electronics,201.29,False
PRD00745,Beauty,146.54,True
PRD00746,Beauty,233.16,True
PRD00747,Electronics,71.29,False
PRD00748,Electronics,164.06,False
PRD00749,Beauty,158.58,False
PRD00750,Sports,42.69,True
PRD00751,Sports,235.43,False
PRD00752,Home,141.61,True
PRD00753,Sports,198.11,True
PRD00754,Home,15.83,True
PRD00755,Beauty,133.31,True
PRD00756,Sports,209.99,True
PRD00757,Electronics,137.95,True
PRD00758,Home,44.56,True
PRD00759,Sports,182.59,False
PRD00760,Garden,8.75,False
PRD00761,Garden,24.11,False
PRD00762,Home,18.16,False
PRD00763,Home,70.0,False
PRD00764,Electronics,81.07,True
PRD00765,Sports,101.44,False
PRD00766,Beauty,130.71,False
PRD00767,Garden,8.12,True
PRD00768,Sports,172.41,False
PRD00769,Sports,19.02,True
PRD00770,Home,13.38,False
PRD00771,Sports,108.58,False
PRD00772,Sports,117.59,True
PRD00773,Sports,184.35,True
PRD00774,Electronics,11.55,False
PRD00775,Garden,92.0,True
PRD00776,Beauty,48.84,True
PRD00777,Garden,7.6,True
PRD00778,Electronics,159.4,True
PRD00779,Beauty,23.93,True
PRD00780,Beauty,179.24,False
PRD00781,Sports,100.51,False
PRD00782,Sports,89.15,True
PRD00783,Electronics,85.38,True
PRD00784,Garden,77.24,False
PRD00785,Books,159.46,True
PRD00786,Beauty,18.64,False
PRD00787,Garden,120.42,False
PRD00788,Electronics,14.97,False
PRD00789,Electronics,241.57,True
PRD00790,Beauty,119.3,False
PRD00791,Electronics,98.23,False
PRD00792,Books,9.42,False
PRD00793,Books,91.21,True
PRD00794,Books,164.9,False
PRD00795,Garden,244.45,False
PRD00796,Sports,224.73,False
PRD00797,Home,102.05,False
PRD00798,Beauty,154.96,False
PRD00799,Beauty,169.4,False
PRD00800,Books,79.91,False
